
Currency Name Buying Rate Cash Buying Rate Selling Rate Cash Selling Rate Middle Rate Pub Time
MYR 164.03 165.52 163.85 2020.10.07 21:41:29
MYR 164.03 165.52 163.85 2020.10.07 21:41:29
MYR 164.03 165.52 163.85 2020.10.07 21:41:29
MYR 164.03 165.52 163.85 2020.10.07 20:58:20
MYR 164.03 165.52 163.85 2020.10.07 20:49:23
MYR 164.03 165.52 163.85 2020.10.07 20:42:17
MYR 164.03 165.52 163.85 2020.10.07 20:33:03
MYR 164.03 165.52 163.85 2020.10.07 20:10:37
MYR 164.03 165.52 163.85 2020.10.07 19:29:12
MYR 164.03 165.52 163.85 2020.10.07 19:22:09
MYR 164.03 165.52 163.85 2020.10.07 19:12:31
MYR 164.03 165.52 163.85 2020.10.07 18:51:06
MYR 164.03 165.52 163.85 2020.10.07 18:36:57
MYR 164.03 165.52 163.85 2020.10.07 18:28:26
MYR 164.03 165.52 163.85 2020.10.07 18:04:34
MYR 164.03 165.52 163.85 2020.10.07 17:37:32
MYR 164.03 165.52 163.85 2020.10.07 17:16:41
MYR 164.03 165.52 163.85 2020.10.07 17:06:42
MYR 164.03 165.52 163.85 2020.10.07 16:56:03
MYR 164.03 165.52 163.85 2020.10.07 16:40:57
Currency Name Buying Rate Cash Buying Rate Selling Rate Cash Selling Rate Middle Rate Pub Time
MYR 164.03 165.52 163.85 2020.10.07 16:17:23
MYR 164.03 165.52 163.85 2020.10.07 15:57:33
MYR 164.03 165.52 163.85 2020.10.07 15:38:20
MYR 164.03 165.52 163.85 2020.10.07 15:28:20
MYR 164.05 165.54 163.85 2020.10.07 15:27:35
MYR 164.08 165.57 163.85 2020.10.07 15:26:40
MYR 164.1 165.59 163.85 2020.10.07 15:22:38
MYR 164.13 165.62 163.85 2020.10.07 15:21:37
MYR 164.1 165.59 163.85 2020.10.07 15:17:56
MYR 164.08 165.57 163.85 2020.10.07 15:15:51
MYR 164.05 165.54 163.85 2020.10.07 15:14:39
MYR 164.03 165.52 163.85 2020.10.07 14:56:33
MYR 164.03 165.52 163.85 2020.10.07 14:38:57
MYR 164.03 165.52 163.85 2020.10.07 14:07:18
MYR 164.03 165.52 163.85 2020.10.07 12:08:40
MYR 164.03 165.52 163.85 2020.10.07 10:30:00
MYR 164.03 165.52 163.85 2020.10.07 10:30:00
MYR 164.03 165.52 163.85 2020.10.07 10:30:00
MYR 164.03 165.52 163.85 2020.10.07 10:15:25
MYR 164.03 165.52 163.85 2020.10.07 10:10:14
Currency Name Buying Rate Cash Buying Rate Selling Rate Cash Selling Rate Middle Rate Pub Time
MYR 164.03 165.52 163.85 2020.10.07 10:10:14
MYR 164.03 165.52 163.85 2020.10.07 09:23:35
MYR 164.05 165.54 163.85 2020.10.07 09:22:06
MYR 164.08 165.57 163.85 2020.10.07 09:18:18
MYR 164.1 165.59 163.85 2020.10.07 09:13:49
MYR 164.13 165.62 163.85 2020.10.07 09:12:13
MYR 164.1 165.59 163.85 2020.10.07 09:08:11
MYR 164.08 165.57 163.85 2020.10.07 09:04:01
MYR 164.05 165.54 163.85 2020.10.07 09:01:52
MYR 164.03 165.52 163.85 2020.10.07 06:53:41
MYR 164.03 165.52 163.85 2020.10.07 06:53:37
MYR 164.03 165.52 163.85 2020.10.07 05:30:00
MYR 164.03 165.52 163.85 2020.10.07 05:30:00
MYR 164.03 165.52 163.85 2020.10.07 05:30:00
MYR 164.03 165.52 163.85 2020.10.07 00:00:05
MYR 164.03 165.52 163.85 2020.10.06 21:17:44
MYR 164.03 165.52 163.85 2020.10.06 21:17:44
MYR 164.03 165.52 163.85 2020.10.06 21:17:44
MYR 164.03 165.52 163.85 2020.10.06 20:59:05
MYR 164.03 165.52 163.85 2020.10.06 20:50:07
Currency Name Buying Rate Cash Buying Rate Selling Rate Cash Selling Rate Middle Rate Pub Time
MYR 164.03 165.52 163.85 2020.10.06 20:40:43
MYR 164.03 165.52 163.85 2020.10.06 19:53:14
MYR 164.03 165.52 163.85 2020.10.06 19:49:28
MYR 164.03 165.52 163.85 2020.10.06 19:05:25
MYR 164.03 165.52 163.85 2020.10.06 18:43:18
MYR 164.03 165.52 163.85 2020.10.06 18:36:34
MYR 164.03 165.52 163.85 2020.10.06 18:27:18
MYR 164.03 165.52 163.85 2020.10.06 18:10:06
MYR 164.03 165.52 163.85 2020.10.06 18:01:11
MYR 164.03 165.52 163.85 2020.10.06 17:06:05
MYR 164.03 165.52 163.85 2020.10.06 16:38:41
MYR 164.03 165.52 163.85 2020.10.06 16:28:14
MYR 164.03 165.52 163.85 2020.10.06 16:02:38
MYR 164.03 165.52 163.85 2020.10.06 15:56:54
MYR 164.03 165.52 163.85 2020.10.06 15:44:50
MYR 164.03 165.52 163.85 2020.10.06 15:20:33
MYR 164.03 165.52 163.85 2020.10.06 15:12:48
MYR 164.05 165.54 163.85 2020.10.06 15:11:27
MYR 164.08 165.57 163.85 2020.10.06 15:10:30
MYR 164.1 165.59 163.85 2020.10.06 15:08:20
Currency Name Buying Rate Cash Buying Rate Selling Rate Cash Selling Rate Middle Rate Pub Time
MYR 164.13 165.62 163.85 2020.10.06 15:07:39
MYR 164.13 165.62 163.85 2020.10.06 15:06:47
MYR 164.1 165.59 163.85 2020.10.06 15:03:57
MYR 164.08 165.57 163.85 2020.10.06 15:01:06
MYR 164.05 165.54 163.85 2020.10.06 14:59:33
MYR 164.03 165.52 163.85 2020.10.06 14:45:20
MYR 164.03 165.52 163.85 2020.10.06 14:26:04
MYR 164.03 165.52 163.85 2020.10.06 14:06:13
MYR 164.03 165.52 163.85 2020.10.06 11:41:52
MYR 164.03 165.52 163.85 2020.10.06 11:24:35
